"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL3415155";"";"None";"280.31";"0";"2.88";"7";"Cc1nnc2n1-c1c(F)cc(-c3cccnc3)cc1CC2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3418344";"Inhibition of CYP19 in human placental microsomes using [1beta-3H]androstenedione substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414516";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL3951973";"";"None";"305.71";"0";"4.21";"22";"Fc1cncc(-c2nc3cc(F)c(Cl)cn3c2C2CC2)c1";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"18.44";"0.37";"1.43";"18.68";"0";"CHEMBL3872116";"Inhibition of CYP19 (unknown origin) using MFC as substrate and NADPH as cofactor preincubated for 10 mins with cofactor followed by substrate/enzyme addition measured after 30 mins by high throughput assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3871305";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL157101";"KETOCONAZOLE";"4.0";"531.44";"1";"4.21";"Ketoconazole";"CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3868075";"Inhibition of Cyp19 (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3867461";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL2333326";"";"None";"310.74";"0";"3.84";"1e";"O=c1c2ccccc2oc2c(Cl)ccc(Cn3ccnc3)c12";"IC50";"'='";"480.0";"nM";"6.32";"";"";"UO_0000065";"20.33";"0.39";"2.48";"13.16";"0";"CHEMBL2340950";"Inhibition of human placental CYP19 using [1beta-3H]androstenedione as substrate by 3H2O-method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331307";"1";"Scientific Literature";"J Med Chem";"2013";"None";""
"CHEMBL281947";"";"None";"298.39";"0";"2.48";"(+)-1h";"Nc1ccc(C23CC2C(=O)N(CC2CCCCC2)C3=O)cc1";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"27.82";"0.52";"5.82";"13.09";"0";"CHEMBL645587";"In vitro inhibition of cytochrome P450 19A1 Aromatase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125660";"1";"Scientific Literature";"J Med Chem";"1991";"None";""
"CHEMBL95919";"";"None";"292.34";"0";"3.70";"6 (trans)";"Oc1ccc2c(c1)OC(c1ccccc1)CC2n1ccnc1";"IC50";"'='";"41.0";"nM";"7.39";"";"";"UO_0000065";"25.27";"0.46";"3.69";"15.62";"0";"CHEMBL649354";"Inhibition of aromatase activity in human placental microsomes";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135202";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";""
"CHEMBL2333328";"";"None";"352.39";"0";"4.86";"1g";"O=c1c2ccccc2oc2c(-c3ccccc3)ccc(Cn3ccnc3)c12";"IC50";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"18.51";"0.33";"1.66";"13.58";"0";"CHEMBL2340950";"Inhibition of human placental CYP19 using [1beta-3H]androstenedione as substrate by 3H2O-method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331307";"1";"Scientific Literature";"J Med Chem";"2013";"None";""
"CHEMBL9298";"FADROZOLE";"-1.0";"223.28";"0";"2.68";"Fadrozole";"N#Cc1ccc(C2CCCc3cncn32)cc1";"IC50";"'='";"4.5";"nM";"8.35";"";"";"UO_0000065";"37.38";"0.67";"5.67";"20.06";"0";"CHEMBL3366441";"Inhibition of human placental microsome CYP19";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352462";"1";"Scientific Literature";"J Med Chem";"2014";"None";""
"CHEMBL99057";"";"None";"338.39";"0";"4.22";"43";"C[C@]12CCC3C(CCC4=C(O)C(=O)CC[C@@]43C(F)F)C1CCC2=O";"IC50";"'='";"3300.0";"nM";"5.48";"";"";"UO_0000065";"16.20";"0.31";"1.26";"10.08";"0";"CHEMBL660329";"Binding affinity for Cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124997";"1";"Scientific Literature";"J Med Chem";"1990";"None";""
"CHEMBL300109";"";"None";"213.28";"0";"2.40";"45";"c1cnc2c(c1)C(Cn1ccnc1)CCC2";"IC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"31.86";"0.58";"4.40";"22.13";"1";"CHEMBL885077";"50% in vitro inhibitory concentration against Cytochrome P450 19A1 from human placental microsomes by thiobarbituric acid assay";"B";"BAO_0000251";"microsome format";"None";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133604";"1";"Scientific Literature";"J Med Chem";"2000";"None";""
"CHEMBL3264681";"";"None";"548.62";"1";"3.81";"30";"COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4ccccc4C(C)=O)nn3)cc1)CC2";"IC50";"'='";"12500.0";"nM";"4.90";"";"";"UO_0000065";"8.94";"0.17";"1.09";"4.34";"0";"CHEMBL3592237";"Inhibition of CYP19 (unknown origin) using O-benzyl fluorescein benzyl ester substrate preincubated for 10 mins by fluorimetric analysis relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3588765";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";""
"CHEMBL3589964";"";"None";"514.56";"1";"3.70";"33";"O=c1cc(OCc2cn(-c3cccc(S(=O)(=O)N4CCc5ccccc5C4)c3)nn2)c2ccccc2o1";"IC50";"'='";"12500.0";"nM";"4.90";"";"";"UO_0000065";"9.53";"0.18";"1.20";"4.56";"0";"CHEMBL3592237";"Inhibition of CYP19 (unknown origin) using O-benzyl fluorescein benzyl ester substrate preincubated for 10 mins by fluorimetric analysis relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3588765";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";""
"CHEMBL4209034";"";"None";"194.24";"0";"3.23";"21";"c1cncc(-c2cc3ccccc3[nH]2)c1";"IC50";"'='";"3050.0";"nM";"5.52";"";"";"UO_0000065";"28.40";"0.50";"2.29";"19.23";"0";"CHEMBL4186378";"Inhibition of CYP19A1 (unknown origin) preincubated with NADPH followed by DBF substrate addition after 30 mins by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184169";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL1939534";"";"None";"266.37";"0";"4.49";"3s";"Cc1cccc(-c2nsc(-c3cccc(C)c3)n2)c1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1941245";"Inhibition of human aromatase using dibenzylfluorescein as substrate preincubated for 30 mins measured after 2 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938272";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";""
"CHEMBL1939549";"";"None";"288.34";"0";"3.62";"3hh";"N#Cc1cccc(-c2nsc(-c3cccc(C#N)c3)n2)c1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1941245";"Inhibition of human aromatase using dibenzylfluorescein as substrate preincubated for 30 mins measured after 2 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938272";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";""
"CHEMBL108646";"";"None";"388.38";"0";"1.34";"5";"N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(F)c2)n2cnnc2)cc1";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"20.39";"0.40";"6.58";"6.23";"0";"CHEMBL661702";"In vitro inhibition of [1-beta-3H]-androstenedione binding to Cytochrome P450 19A1 of JEG-3 human placental carcinoma cells";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136793";"1";"Scientific Literature";"J Med Chem";"2003";"None";""
"CHEMBL97542";"7-HYDROXYFLAVANONE";"None";"240.26";"0";"3.10";"2";"O=C1CC(c2ccccc2)Oc2cc(O)ccc21";"IC50";"'='";"3800.0";"nM";"5.42";"";"";"UO_0000065";"22.56";"0.41";"2.32";"11.65";"1";"CHEMBL649354";"Inhibition of aromatase activity in human placental microsomes";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135202";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";""
"CHEMBL159073";"";"None";"321.29";"0";"3.10";"22e";"O=c1c2ccccc2oc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"23.03";"0.42";"4.30";"8.11";"1";"CHEMBL666795";"Inhibition of human placental microsome cytochrome P450 19A1 aromatase";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134355";"1";"Scientific Literature";"J Med Chem";"2001";"None";""
"CHEMBL1444";"LETROZOLE";"4.0";"285.31";"0";"2.66";"3, Femara";"N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1";"IC50";"'='";"16.53";"nM";"7.78";"";"";"UO_0000065";"27.27";"0.48";"5.12";"9.94";"0";"CHEMBL2344743";"Inhibition of human placental microsome aromatase after 30 mins by ELISA";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331099";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";""
"CHEMBL3793530";"";"None";"256.26";"0";"2.12";"5b";"COc1ccc2c(=O)c(Cc3c[nH]cn3)coc2c1";"IC50";"'='";"7900.0";"nM";"5.10";"";"";"UO_0000065";"19.91";"0.37";"2.98";"7.49";"0";"CHEMBL3795159";"Inhibition of human placental CYP19 using [1beta-3H]-androstenedione as substrate for 3 hrs measured as formation of [3]H2O in presence of NADPH";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3792376";"1";"Scientific Literature";"J Med Chem";"2016";"None";""
"CHEMBL4437198";"";"None";"341.44";"0";"4.25";"1; ZINC-95360272";"CC[C@H](Nc1cc(C)nc(Nc2cccc(O)c2)n1)c1nccs1";"IC50";"'='";"5100.0";"nM";"5.29";"";"";"UO_0000065";"15.50";"0.30";"1.04";"6.38";"0";"CHEMBL4391749";"Inhibition of recombinant human aromatase preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorescence method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4390658";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL3799363";"";"None";"284.40";"0";"4.01";"13";"C[C@]12CCC(=O)C=C1CC[C@@H]1C2=CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"250.0";"nM";"6.60";"";"";"UO_0000065";"23.21";"0.43";"2.59";"19.34";"0";"CHEMBL3804708";"Inhibition of aromatase in human placental microsomes using [1beta-3H]-androstenedione as substrate assessed as tritiated H2O release after 15 mins by liquid scintillation counting method";"B";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797024";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";""
"CHEMBL3415152";"";"None";"266.28";"0";"2.57";"4";"Fc1cc2c(cc1-c1cccnc1)CCc1nncn1-2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3418344";"Inhibition of CYP19 in human placental microsomes using [1beta-3H]androstenedione substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414516";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL1173065";"";"None";"285.34";"0";"3.47";"42";"COc1cc(/C=C/c2cccc(N)c2)cc(OC)c1OC";"IC50";"'='";"16420.0";"nM";"4.79";"";"";"UO_0000065";"16.77";"0.31";"1.31";"8.91";"0";"CHEMBL1175842";"Inhibition of human aromatase preincubated with NADP+ for 10 mins before substrate addition measured after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177666";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";""
"CHEMBL162834";"";"None";"237.31";"0";"3.07";"21b";"N#Cc1ccc(C2CCCCc3cncn32)cc1";"IC50";"'='";"14.1";"nM";"7.85";"";"";"UO_0000065";"33.08";"0.60";"4.78";"18.87";"0";"CHEMBL663244";"In vitro inhibition of cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125250";"1";"Scientific Literature";"J Med Chem";"1991";"None";""
"CHEMBL1689257";"";"None";"594.57";"3";"-1.11";"1";"O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)[C@@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@H](OCCc2ccc(O)cc2)O[C@@H]1CO";"IC50";"'='";"30700.0";"nM";"4.51";"";"";"UO_0000065";"7.59";"0.15";"5.62";"2.01";"0";"CHEMBL1693773";"Inhibition of aromatase preincubated with 2.6 mM NADP+ for 10 mins before substrate addition measured after 30 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687868";"1";"Scientific Literature";"J Nat Prod";"2011";"None";""
"CHEMBL1303900";"";"None";"307.42";"0";"2.18";"23 ,BAS 11404034";"Cc1cc(C)c(S(=O)(=O)NCCCn2ccnc2)cc1C";"IC50";"'='";"172.0";"nM";"6.76";"";"";"UO_0000065";"22.00";"0.44";"4.58";"10.57";"0";"CHEMBL1785943";"Inhibition of human recombinant aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781936";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL1825047";"";"None";"279.34";"0";"3.21";"35l";"Cc1ccc(OCc2cn(Cc3ccccc3)nn2)cc1";"IC50";"'='";"2270.0";"nM";"5.64";"";"";"UO_0000065";"20.20";"0.37";"2.43";"14.13";"0";"CHEMBL1828368";"Inhibition of aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate after 30 mins by fluorescence-based colorimetric analysis";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821589";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";""
"CHEMBL576579";"MONODICTYOCHROMONE B";"None";"566.56";"2";"3.15";"2";"Cc1cc2c(c(O)c1-c1ccc3c(c1O)C(=O)C[C@](C)([C@@H]1OC(=O)C[C@@H]1C)O3)C(=O)C[C@@](C)([C@@H]1OC(=O)C[C@H]1O)O2";"IC50";"'='";"16500.0";"nM";"4.78";"";"";"UO_0000065";"8.44";"0.16";"1.63";"2.88";"0";"CHEMBL1043909";"Inhibition of human recombinant aromatase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154137";"1";"Scientific Literature";"J Nat Prod";"2008";"None";""
"CHEMBL1630266";"";"None";"304.43";"0";"2.85";"15";"C[C@]12CC[C@H]3[C@@H](C[C@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"19.71";"0.37";"3.15";"10.43";"0";"CHEMBL1639399";"Inhibition of human placental aromatase";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629480";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";""
"CHEMBL2336862";"";"None";"301.39";"0";"4.49";"10g";"Cc1ccc(-n2c(Cn3ccnc3)cc3ccc(C)cc32)cc1";"IC50";"'='";"164.01";"nM";"6.79";"";"";"UO_0000065";"22.51";"0.40";"2.30";"29.82";"0";"CHEMBL2344743";"Inhibition of human placental microsome aromatase after 30 mins by ELISA";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331099";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";""
"CHEMBL2336847";"";"None";"303.37";"0";"3.88";"10k";"COc1ccc2cc(Cn3ccnc3)n(-c3ccccc3)c2c1";"IC50";"'='";"6.23";"nM";"8.21";"";"";"UO_0000065";"27.05";"0.49";"4.33";"25.66";"0";"CHEMBL2344743";"Inhibition of human placental microsome aromatase after 30 mins by ELISA";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331099";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";""
"CHEMBL289116";"ROGLETIMIDE";"-1.0";"218.26";"0";"1.17";"1";"CCC1(c2ccncc2)CCC(=O)NC1=O";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"22.91";"0.43";"3.83";"8.47";"0";"CHEMBL666799";"Inhibitory activity against human placental cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1123885";"1";"Scientific Literature";"J Med Chem";"1987";"None";""
"CHEMBL166974";"";"None";"240.33";"0";"3.96";"12";"O=C1/C(=C/c2ccsc2)CCc2ccccc21";"IC50";"'>'";"250000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL661699";"In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129578";"1";"Scientific Literature";"J Med Chem";"1996";"None";""
"CHEMBL159073";"";"None";"321.29";"0";"3.10";"3";"O=c1c2ccccc2oc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"23.03";"0.42";"4.30";"8.11";"1";"CHEMBL3225087";"Inhibition of CYP19 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217591";"1";"Scientific Literature";"Medchemcomm";"2012";"None";""
"CHEMBL63297";"";"None";"295.32";"0";"3.01";"3d";"Fc1ccc(C(C2Cc3ccccc3O2)n2cncn2)cc1";"IC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"22.76";"0.42";"3.71";"16.83";"0";"CHEMBL645583";"Inhibition of human placental aromatase, cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131809";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";""
"CHEMBL23646";"";"None";"239.32";"0";"3.05";"13";"COc1ccc2c(c1)CC(Cc1ccncc1)C2";"IC50";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"27.66";"0.50";"3.57";"29.93";"0";"CHEMBL660330";"Inhibition of human Placental Cytochrome P450 19A1 in vitro using human placental microsomes and testosterone";"B";"BAO_0000251";"microsome format";"None";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127708";"1";"Scientific Literature";"J Med Chem";"1994";"None";""
"CHEMBL1200374";"EXEMESTANE";"4.0";"296.41";"0";"4.03";"1, Exemestane";"C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"24.63";"0.45";"3.27";"21.39";"0";"CHEMBL3414091";"Inhibition of human placental microsome aromatase using [1beta-3H] androstenedione as substrate after 15 mins by liquid scintillation counting";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407463";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";""
"CHEMBL522089";"";"None";"352.48";"1";"5.89";"2bi";"Cc1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1";"IC50";"'='";"1320.0";"nM";"5.88";"";"";"UO_0000065";"16.68";"0.30";"-0.01";"32.99";"0";"CHEMBL987995";"Inhibition of human aromatase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144209";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";""
"CHEMBL2430508";"";"None";"484.58";"0";"4.52";"20";"O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(COc3ccc4ccccc4c3)nn2)cc1";"IC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"12.15";"0.23";"1.37";"6.84";"0";"CHEMBL3592237";"Inhibition of CYP19 (unknown origin) using O-benzyl fluorescein benzyl ester substrate preincubated for 10 mins by fluorimetric analysis relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3588765";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";""
"CHEMBL2430509";"";"None";"448.55";"0";"3.68";"15";"Cc1ccc(OCc2cn(-c3ccc(S(=O)(=O)NCCc4ccccc4)cc3)nn2)cc1";"IC50";"'='";"8000.0";"nM";"5.10";"";"";"UO_0000065";"11.36";"0.22";"1.42";"5.92";"0";"CHEMBL3592237";"Inhibition of CYP19 (unknown origin) using O-benzyl fluorescein benzyl ester substrate preincubated for 10 mins by fluorimetric analysis relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3588765";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";""
"CHEMBL41066";"";"None";"288.39";"0";"3.12";"11";"CCCCCCCC1(c2ccncc2)CCC(=O)NC1=O";"IC50";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"19.05";"0.36";"2.37";"9.30";"0";"CHEMBL666799";"Inhibitory activity against human placental cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1123885";"1";"Scientific Literature";"J Med Chem";"1987";"None";""
