PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
3179,144207764,6427,C(C(F)(Cl)Cl)(F)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3180,144207767,735940,CC(=O)/C=C/C1=CC=CO1,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3181,144207768,23535,CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1N)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3182,144207770,7482,C1=CC(=CC=C1CCl)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3183,144207771,18745,CC(C)(C#N)C(C)(C)C#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3184,144207772,151932,C1=CC=NC(=C1)C(=O)[O-].C1=CC=NC(=C1)C(=O)[O-].C1=CC=NC(=C1)C(=O)[O-].[Cr+3],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3185,144207773,16218739,CC1=CC=C(C=C1)S(=O)(=O)[O-].CC(C)C[P+](C)(CC(C)C)CC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Cytec
3186,144207775,2734160,CCN1C=C[N+](=C1)C.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3187,144207776,193581,CCN.[N+](=O)(O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3188,144207777,171257,C(CO)N.C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3189,144207778,13379149,CNC.[N+](=O)(O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3190,144207780,44630019,CCCC[N+](C)(CCCC)CCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3191,144207781,2734167,CCCCN1C=C[N+](=C1C)C.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3192,144207782,11243457,CCCCN1C=C[N+](=C1C)C.F[P-](F)(F)(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3193,144207783,11832800,CCCCN1C=C[N+](=C1C)C.[I-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3194,144207784,2734244,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3195,144207785,11171745,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3196,144207786,2734174,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3197,144207787,11492381,CCCCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3198,144207789,11424151,CCCCN1C=C[N+](=C1)C.C(#N)[S-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3199,144207795,12991988,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3200,144207796,2758873,CCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3201,144207797,53260965,C[N+](C)(C)CCO.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3202,144207799,159924,CN.[N+](=O)(O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3203,144207802,10197675,CCCN.[N+](=O)(O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3204,144207803,11321106,C[N+]1=CN(C=C1)CC=C.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3205,144207804,10560335,C[N+]1=CN(C=C1)CC2=CC=CC=C2.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3206,144207805,11212667,CCCCN1C=C[N+](=C1C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3207,144207806,2734241,CCCCN1C=C[N+](=C1C)C.[Br-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3208,144207807,2734176,CCCC[N+]1=CC=CC=C1.F[P-](F)(F)(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3209,144207808,2734238,CCCC[N+]1=CC=CC=C1.[Br-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3210,144207809,2734239,CCCCCC[N+]1=CC=CC=C1.[Br-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3211,144207810,2734172,CCCCCC[N+]1=CC=CC=C1.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3212,144207811,2734177,CCCCCC[N+]1=CC=CC=C1.F[P-](F)(F)(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3213,144207812,53316409,CCCC[N+]1(CCCC1)C.F[P-](F)(F)(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3214,144207813,11076461,CCCC[N+]1(CCCC1)C.[I-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3215,144207814,16213711,CCCC[N+]1(CCCC1)C.C(=[N-])=NC#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3216,144207816,8035,CC(=O)CCC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3217,144207817,7840,CCCBr,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3218,144207818,9709,C1=CC(=C(C=C1F)F)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3219,144207819,2331,C1=CC=C(C=C1)C(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3220,144207820,12252,C(CO)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3221,144207821,2576,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,NTP-MRI Repository
3222,144207822,13619,C1=C(C=C(C(=C1O)Cl)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3223,144207823,53316417,CC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3224,144207824,12059921,CC[N+]1(CCCC1)C.[I-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3225,144207825,6495,CC(C)(OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3226,144207826,31347,C1CCS(=O)(=O)C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3227,144207827,76191,C1=C(C=C(C=C1Cl)Cl)C(=O)Cl,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,SigmaAldrich
3228,144207828,25171607,CCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3229,144207831,6554,CCC(C)Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3230,144207832,240,C1=CC=C(C=C1)C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3231,144207833,8062,C(CC#N)C#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3232,144207834,15394,CCC(=O)C=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
3233,144207835,9808,C1=CC=C(C(=C1)C(=O)Cl)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3234,144207837,5325504,C(=C/C(=O)Cl)\C(=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3235,144207838,6565,C=C(CCl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3236,144207841,31297,CS(=O)(=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3237,144207842,6577,C(C(=O)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3238,144207843,8868,CCOC(=O)CC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3239,144207844,62493,CC(C)(C)C(=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3240,144207845,61274,C(=N)(N)S(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3241,144207846,689043,C1=CC(=C(C=C1/C=C/C(=O)O)O)O,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,54.9262,116.136,SigmaAldrich
3242,144207847,9414,CC1=CC(=CC(=C1N(C)C)C)OC(=O)NC,Inactive,0,,,inactive,inactive,,0,inactive,,0,ChemService
3243,144207848,11734,CC(C(=O)O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3244,144207850,8125,CCCCCCC=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3245,144207852,5366546,CC(C)OC(=O)/C=C(\C)/C=C/CC(C)CCCC(C)(C)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3246,144207853,92629,CC(COC(C)(C)C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3247,144207854,12375,CCOCCOCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3248,144207855,6227,C(C(=O)O)Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3249,144207856,7237,CC1=CC=CC=C1C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3250,144207858,6379,C[N+](C)(C)C.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3251,144207859,85689,C1CCC2C(C1)C(=O)OC2=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3252,144207861,77929,CC(=O)O[Si](C)(OC(=O)C)OC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3253,144207862,17234,CCCCCCCCCCCCCOC(=O)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3254,144207864,11112,C1=CC(=CN=C1)C(=O)NN,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3255,144207865,24233,CC(C(C)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3256,144207867,8197,C(CNCCNCCNCCN)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
3257,144207870,11328,CC1=CC2=CC=CC(=C2C=C1)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3258,144207871,12468,C1=C(C=C(C(=C1Cl)Cl)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3259,144207872,6589,CC(C)C(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3260,144207873,7258,C1=CC(=C(C=C1O)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3261,144207875,7288,CCC(=O)CC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3262,144207876,6936,CC1=CC(=C(C=C1Cl)S(=O)(=O)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Interchem
3263,144207878,21210,CCCCOCC(C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3264,144207879,18196,CN(C)CCN(C)CCN(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3265,144207881,11830,C1=CC2=C(C(=C1)[N+](=O)[O-])N=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3266,144207882,77353,CC(=C)C1=CC(=CC=C1)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3267,144207883,60999,C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3268,144207884,197835,CN1CCC2=CC3=C(C=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OCO3,Inactive,0,,,inactive,inactive,,0,active antagonist,2.50317,-76.3922,SIGMA
3269,144207886,67967,C1=CC(=C(C=C1F)F)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3270,144207887,6013,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3271,144207888,61186,CCCCC(=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Acros
3272,144207889,,,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3273,144207892,13539,CC(COC(=O)C(=C)C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
3274,144207894,10473,CNC.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3275,144207896,77290,C1CN(C(=O)N1)CCO,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,SigmaAldrich
3276,144207897,60960,C([C@@H](C(=O)O)N)S.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3277,144207898,4616,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SRI International
3278,144207899,76564,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3279,144207900,7621,CCCCN(CCCC)CCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3280,144207901,227,C1=CC=C(C(=C1)C(=O)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3281,144207905,12589,CCCCCC[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3282,144207907,7281,C(C(CBr)Br)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3283,144207909,8908,CCCCCCOC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3284,144207910,7333,CC1=CC=CC=C1NC(=NC2=CC=CC=C2C)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3285,144207911,10795,CC(OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3286,144207912,82261,CCCCCCCCS(=O)(=O)Cl,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,SigmaAldrich
3287,144207913,23670844,C1=C(C=C(C=C1C(=O)O)S(=O)(=O)[O-])C(=O)O.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3288,144207914,69917,C1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)N)N,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,,,SigmaAldrich
3289,144207915,12040508,CCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3290,144207916,2734163,CCCCCCN1C=C[N+](=C1)C.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3291,144207917,7681,CN(C)CC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3292,144207920,329983,CC1CCC2=C(C1)OC=C2C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Acros
3293,144207921,11597,CCCCC=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3294,144207922,6214,C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3295,144207924,2155,C1=CSC(=N1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3296,144207926,13436,C1=CC=C(C=C1)SSC2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3297,144207928,11124,CCC(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3298,144207929,87154,C1=CC=C2C(=C1)C(=O)N(C2=O)CCl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3299,144207930,85557,C1=CC2=C(C=CC(=C2)O)C=C1C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3300,144207931,12703,CCN(CC)C(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3301,144207932,10941,C1=CC(=CC(=C1)N)N.Cl.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3302,144207933,2734175,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3303,144207934,7719,CCCCC(CC)CN,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3304,144207935,8494,CC(=O)C1=CC(=CC=C1)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3305,144207936,16637,CC(C)NC(=O)C=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3306,144207937,10423,C1COC1,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3307,144207938,11684,CCC(C)(C)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3308,144207939,263,CCCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3309,144207940,6737,C1=CC(=C(C(=C1)Cl)C=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3310,144207942,25418,CCN(C)N=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,ChemService
3311,144207943,590836,CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,MP Biomedicals
3312,144207944,66912,C1=CC(=CC=C1OCCO)OCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3313,144207945,11872,CC1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,46.308,-41.0282,Alfa Aesar
3314,144207946,90263,COCCOCCOCCOCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3315,144207949,6921,C1=CC=C(C(=C1)C(F)(F)F)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3316,144207950,12036651,CCCCCCN1C=C[N+](=C1)C.[I-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3317,144207951,7745,CCCC(C)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3318,144207952,31230,CC(=O)NC1=CC=C(C=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3319,144207954,5787,C1=CC(=C(C=C1Cl)Cl)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3320,144207957,6829,C1=CC=C(C=C1)C2=CC=CC=C2[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3321,144207958,7386,C1=CC(=CC(=C1)[N+](=O)[O-])C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3322,144207959,7158,CC(C(=O)O)OC1=CC(=C(C=C1Cl)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3323,144207960,5984,C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3324,144207961,61012,CCN(CC)CCOC(=O)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3325,144207962,638144,CCOC(=O)/C=C/C(=O)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3326,144207963,75311,CCCC[P+](CCCC)(CCCC)CCCC.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3327,144207964,15133,C1=CC(=CC(=C1)CN)CN,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3328,144207965,2777982,C(=S)(C(=S)N)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3329,144207967,7766,CCOC(=O)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3330,144207968,4463,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,Inactive,0,,,inactive,inactive,,0,inactive,,0,Toronto Research
3331,144207971,11783,CC1=C(C=CC=C1[N+](=O)[O-])N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3332,144207972,638186,C(=C/Cl)\Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3333,144207974,7426,CC1=CC(=CC(=C1)[N+](=O)[O-])C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3334,144207975,8058,CCCCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3335,144207976,6593,C(C(=O)Cl)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3336,144207978,12682,CO[Si](OC)(OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3337,144207979,24752,CCCCOCC(C)OCC(C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3338,144207980,20129,CC(CO)OC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,Sensient
3339,144207981,8453,C1CNC(=O)N1,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3340,144207982,517277,O=[Cr]O[Cr]=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3341,144207983,7791,CCCCC(CC)CNCC(CC)CCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3342,144207984,25711,CNC(=O)N(C1=CC=CC=C1)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3343,144207985,17163,CCCCCCCCCCCCOCC1CO1,Inactive,0,,,inactive,inactive,,0,inactive,,0,SV Chembiotech
3344,144207988,6333,C(Cl)Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3345,144207989,6945,C1=CC=C(C(=C1)[N+](=O)[O-])Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3346,144207990,70452,CC(C)N(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3347,144207991,1727,C1=CN=CC=C1N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3348,144207992,7293,CNC(=O)NC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3349,144207993,7869,CC(=CC(C)(C)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3350,144207994,6432115,C(/C=C\CCl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3351,144207996,24412,[O-]S(=O)(=O)OOS(=O)(=O)[O-].[K+].[K+],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3352,144207998,2083,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3353,144208000,7240,C1=CC=C(C(=C1)N)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3354,144208001,76063,CC1=NC2=C(N1)C=C(C=C2)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3355,144208002,10758,C1=CC=C(C=C1)C(C#N)O,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,TCI
3356,144208003,11876,C1=CC=C(C(=C1)C(=O)N)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3357,144208004,6359,C(Cl)(Cl)Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3358,144208005,6979,C1=CC(=C(C=C1Cl)[N+](=O)[O-])N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3359,144208006,7501,C=CC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3360,144208008,7343,CCOC(=O)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3361,144208009,8012,CCCCS,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3362,144208010,13848,CCCCCCCCCCCl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3363,144208011,24451,OP(=O)([O-])OP(=O)(O)[O-].[Na+].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3364,144208012,24813,O=P(Cl)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3365,144208014,27200,CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3366,144208015,7904,CC(=O)OC=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3367,144208017,121752,CCCOCC(C)OCC(C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3368,144208018,10824,COC1=CC=CC(=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3369,144208019,11921,C1=CC=C(C(=C1)CCl)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3370,144208020,6375,C[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3371,144208021,7003,C1=CC=C2C(=C1)C=CC=C2Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,TCI
3372,144208022,7850,C=CCCl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
3373,144208023,53316418,CC[S+](C)CC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
3374,144208024,4093,CC(=C)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3375,144208025,5447,C(CSCCO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
3376,144208026,20849290,CCC1CCC(C1)CCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,City Chemical
3377,144208027,7167,C1=CC=C(C=C1)C(=O)OC(=O)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
