preprocessedSmiles,PUBCHEM_SID,PUBCHEM_ACTIVITY_OUTCOME
CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,144204466.0,Inactive
Cc1cc(C)cc(C(=O)OC2C[C@@H]3CC[C@H](C2)N3C)c1,144204469.0,Inactive
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,144204470.0,Inactive
CCN(CC)CCOc1ccc(Cc2ccccc2)cc1,144204475.0,Inactive
C=CCN1C[C@H](C)N(C(c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)C[C@H]1C,144204476.0,Inactive
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,144204479.0,Inactive
O=C(O)Cc1nn(Cc2ccc(Br)cc2F)c(=O)c2ccccc12,144204481.0,Inactive
CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,144204484.0,Inactive
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,144204485.0,Inactive
CCCCCCCC/C=C\CCCCCCCC(=O)NCc1ccc(O)c(OC)c1,144204486.0,Inactive
CC(C)NCC(O)COc1ccccc1-n1cccc1,144204488.0,Inactive
CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12,144204492.0,Inactive
CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21,144204493.0,Inactive
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccc(C(C)=O)cc3)cc2)CC1,144204494.0,Inactive
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,144204495.0,Inactive
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,144204498.0,Inactive
CC1(C)Oc2ccc(C#N)cc2[C@@H](N2CCCC2=O)[C@@H]1O,144204499.0,Inactive
COc1ccc(C[C@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1,144204501.0,Inactive
CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,144204502.0,Inactive
Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,144204506.0,Inactive
CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,144204507.0,Inactive
CNc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)[C@H]2C)cc1Cl,144204508.0,Inactive
COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2,144204510.0,Inactive
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1,144204511.0,Inactive
CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,144204512.0,Inactive
O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,144204513.0,Inactive
O=C(O)CC/C=C\CC[C@H]1[C@@H](OCc2ccc(-c3ccccc3)cc2)C[C@H](O)[C@@H]1N1CCCCC1,144204514.0,Inactive
CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,144204515.0,Inactive
CN1CCN2c3ncccc3Cc3ccccc3C2C1,144204516.0,Inactive
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,144204522.0,Inactive
COc1cc(C(=O)NCCCCCC(=O)O)cc(OC)c1OC,144204523.0,Inactive
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,144204533.0,Inactive
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,144204534.0,Inactive
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,144204535.0,Inactive
COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1,144204537.0,Inactive
CNC(=O)OCc1cccc(COC(=O)NC)n1,144204540.0,Inactive
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,144204541.0,Inactive
CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O,144204542.0,Inactive
COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,144204543.0,Inactive
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,144204544.0,Inactive
CC=C(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,144204556.0,Inactive
Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,144204557.0,Inactive
CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,144204559.0,Inactive
CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)=NC2(CCN(CC(C)C)CC2)N=5)NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,144204563.0,Inactive
CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1,144204564.0,Inactive
COC(C)(C)CCCC(C)C=CC=C(C)CC(=O)OC(C)C,144204570.0,Inactive
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,144204571.0,Inactive
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,144204585.0,Inactive
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,144204588.0,Inactive
BrCCCBr.CN(C)CCCCCCN(C)C,144204592.0,Inactive
CC(=O)O[C@]1(C(C)=O)CC[C@H]2C3=CC(Cl)=C4CC(=O)C5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,144204615.0,Inactive
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,144204618.0,Inactive
COc1cc([C@H]2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3O[C@@H]2CO)ccc1O,144204621.0,Inactive
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,144204622.0,Inactive
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,144204627.0,Inactive
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,144204628.0,Inactive
O[C@H](CBr)[C@@H](O)[C@H](O)[C@H](O)CBr,144204630.0,Inactive
COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,144204631.0,Inactive
CCCCCCCC/C=C\CCCCCCCC(=O)O,144204637.0,Inactive
Oc1c(Br)cc(Br)cc1Br,144204649.0,Inactive
O=C(O)c1ccc(S(=O)(=O)N(Cl)Cl)cc1,144204655.0,Inactive
c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,144204657.0,Inactive
CN(C)C1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,144204660.0,Inactive
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,144204661.0,Inactive
IC(I)I,144204675.0,Inactive
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,144204698.0,Inactive
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,144204700.0,Inactive
CCCCCCCCCCCCCCCCCC(=O)O,144204705.0,Inactive
COP(=S)(OC)Oc1ccc(SC)c(C)c1,144204708.0,Inactive
Cc1c(C(=O)O)c(O)cc2c(O)c3c(O)c(O)c(C4OC(CO)C(O)C(O)C4=O)c(O)c3c(O)c12,144204714.0,Inactive
CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,144204725.0,Inactive
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,144204726.0,Inactive
O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1C[C@@](OC(=O)C=Cc2ccc(O)c(O)c2)(C(=O)O)C[C@@H](O)[C@@H]1O,144204727.0,Inactive
CN1CC(C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)=CC2c3cccc4[nH]cc(c34)CC21,144204734.0,Inactive
O=C(O)C1CN(C/C=C/[PH](=O)(=O)O)CCN1,144204740.0,Inactive
COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,144204741.0,Inactive
CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O,144204742.0,Inactive
O=C(O)c1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,144204744.0,Inactive
OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1,144204745.0,Inactive
COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC,144204746.0,Inactive
CCCCC[C@H](O)/C=C/[C@@H]1C(C/C=C\CCCC(=O)O)C(=O)C[C@H]1O,144204747.0,Inactive
CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21,144204748.0,Inactive
COc1ccc(S(=O)(=O)N2c3ccc(Cl)cc3[C@@](O)(c3ccccc3Cl)C2C(=O)N2CCCC2C(N)=O)cc1OC,144204749.0,Inactive
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,144204751.0,Inactive
NCCC(O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,144204752.0,Inactive
CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1,144204757.0,Inactive
CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1,144204762.0,Inactive
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,144204764.0,Inactive
CC(C)CC(NC(=O)C(O)C(N)Cc1ccccc1)C(=O)O,144204768.0,Inactive
C[N+](C)(C)CCO[PH](=O)(=O)OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,144204769.0,Inactive
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](OS(=O)(=O)O)CC[C@@]43C)[C@@H]1CCC2=O,144204774.0,Inactive
CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,144204776.0,Inactive
CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C,144204777.0,Inactive
CCCCCCCCCCCCCCC[C@H](O)[C@@H](N)CO,144204778.0,Inactive
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,144204779.0,Inactive
O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,144204781.0,Inactive
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,144204783.0,Inactive
CC(C)[N+]1(C)[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,144204786.0,Inactive
N=C(N)NCc1cccc(I)c1,144204788.0,Inactive
CC(C)NC(C)Cc1ccc(I)cc1,144204790.0,Inactive
Cc1cc(C)c(NC(=O)C[C@H](CC(=O)O)c2cccc3ccccc23)c(C(=O)N2CCC3(CCCC3)CC2)c1,144204791.0,Inactive
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O,144204793.0,Inactive
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3C(N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C1C2=O,144204802.0,Inactive
CC1(C)CCC(NC(=O)C(N)CCC(=O)O)CC1,144204806.0,Inactive
CN(C)CCN(Cc1cccs1)c1ccccn1,144204808.0,Inactive
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,144204814.0,Inactive
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,144204817.0,Inactive
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,144204820.0,Inactive
COc1ccc(CCNC[C@H](O)c2ccc(O)cc2)cc1OC,144204824.0,Inactive
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,144204826.0,Inactive
COc1cc2c(cc1OC)[C@@H](c1ccccc1)CN(C)CC2,144204827.0,Inactive
Cc1ccc(S(=O)(=O)NC(CCCCN)C(=O)CCl)cc1,144204832.0,Inactive
CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,144204835.0,Inactive
O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,144204836.0,Inactive
c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3s2)c1,144204837.0,Inactive
Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1,144204839.0,Inactive
C[N+]1(C)[C@H]2CC[C@@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2,144204840.0,Inactive
CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1,144204841.0,Inactive
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,144204842.0,Inactive
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,144204846.0,Inactive
CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=CC(C(=O)O1)[C@]34O)O2,144204847.0,Inactive
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,144204849.0,Inactive
O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,144204850.0,Inactive
Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,144204851.0,Inactive
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,144204855.0,Inactive
CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,144204857.0,Inactive
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,144204859.0,Inactive
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O,144204862.0,Inactive
CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)CC(C)C(=O)C(C)[C@@H](O)[C@]1(C)O,144204864.0,Inactive
CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,144204865.0,Inactive
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)N1C,144204866.0,Inactive
CC1(C)S[C@@H]2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O,144204868.0,Inactive
OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,144204871.0,Inactive
COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,144204873.0,Inactive
Cc1ccccc1C(OCCN(C)C)c1ccccc1,144204876.0,Inactive
Oc1c(Br)cc(Br)c2cccnc12,144204891.0,Inactive
CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,144204895.0,Inactive
O=C(O)CN(CC(=O)O)Cc1cc2c(cc1O)Oc1cc(O)c(CN(CC(=O)O)CC(=O)O)cc1C21OC(=O)c2ccccc21,144204898.0,Inactive
CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,144204899.0,Inactive
C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,144204900.0,Inactive
COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCO[C@H]6CC(=O)N2[C@H]1[C@H]6[C@H]5C[C@H]43,144204902.0,Inactive
CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1,144204903.0,Inactive
CCN(CC)CCNC(=O)COc1ccc(OC)cc1,144204906.0,Inactive
CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,144204910.0,Inactive
CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,144204912.0,Inactive
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,144204916.0,Inactive
C=NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccccc1,144204918.0,Inactive
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,144204920.0,Inactive
O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12,144204921.0,Inactive
COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,144204923.0,Inactive
NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,144204924.0,Inactive
CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,144204931.0,Inactive
CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,144204932.0,Inactive
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,144204934.0,Inactive
CN(C)CCCO[C@H]1[C@@H](C(O)CO)O[C@@H]2OC(C)(C)O[C@H]12,144204935.0,Inactive
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,144204938.0,Inactive
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(N)n1,144204939.0,Inactive
COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,144204940.0,Inactive
CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,144204942.0,Inactive
COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,144204945.0,Inactive
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,144204954.0,Inactive
O=C(CCBr)N1CCN(C(=O)CCBr)CC1,144204955.0,Inactive
CCC(C(=O)C(C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H](C(CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,144204960.0,Inactive
CO[C@H]1C[C@H](O[C@@H]2/C(C)=C/C[C@@H]3C[C@@H](C[C@]4(CC[C@H](C)[C@@H](C5CCCCC5)O4)O3)OC(=O)C3=CC(C)C(=NO)C4OC/C(=C\C=C\[C@@H]2C)[C@@]34O)O[C@@H](C)[C@@H]1O,144204961.0,Inactive
CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,144204969.0,Inactive
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,144204970.0,Inactive
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,144204972.0,Inactive
O=C(O)c1cc(O)c2c(O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc3c(-c3c4cc(C(=O)O)cc(O)c4c(O)c4c(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)cccc34)c2c1,144204973.0,Inactive
CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,144204976.0,Inactive
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,144204978.0,Inactive
COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,144204980.0,Inactive
CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)CC(C)C(=O)C(C)[C@@H](O)[C@]1(C)O,144204982.0,Inactive
CS(=O)(=O)c1ccc(-c2coc(O)c2-c2ccccc2)cc1,144204983.0,Inactive
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,144204984.0,Inactive
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,144204986.0,Inactive
CN(CCOc1ccc(Cc2sc(=O)[nH]c2O)cc1)c1ccccn1,144204987.0,Inactive
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,144204988.0,Inactive
CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,144204990.0,Inactive
Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,144204991.0,Inactive
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,144204992.0,Inactive
CCc1ccc(CCOc2ccc(Cc3sc(=O)[nH]c3O)cc2)nc1,144204993.0,Inactive
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,144204995.0,Inactive
O=C1C(CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,144204996.0,Inactive
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,144204997.0,Inactive
CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,144204998.0,Inactive
Nc1nc(C(CCC(=O)O)C(=O)N=C2C(=O)N3C(C(=O)O)=CCSC23)cs1,144204999.0,Inactive
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C,144205000.0,Inactive
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,144205001.0,Inactive
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,144205003.0,Inactive
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,144205005.0,Inactive
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)C[C@H]2CCCC[C@@H]21,144205006.0,Inactive
CC[C@H]1OC(=O)C(C)C(=O)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)CC(C)C(=O)C(C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,144205007.0,Inactive
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,144205008.0,Inactive
COC(=O)N/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-],144205009.0,Inactive
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,144205011.0,Inactive
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,144205013.0,Inactive
O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,144205015.0,Inactive
CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,144205017.0,Inactive
CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,144205019.0,Inactive
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,144205022.0,Inactive
NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,144205023.0,Inactive
CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,144205025.0,Inactive
CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,144205026.0,Inactive
CCC(C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,144205027.0,Inactive
CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,144205029.0,Inactive
CCOC(=O)C1=CC(OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,144205033.0,Inactive
CCCCCN=C(N)NN=Cc1c[nH]c2ccc(OC)cc12,144205034.0,Inactive
COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C,144205036.0,Inactive
O=C(CCCCCCCCCCCCC1CCCC1)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)CCCCCCCCCCCCC3CCCC3)cc2)cc1,144205038.0,Inactive
CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,144205044.0,Inactive
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)OCC)c1ccnc2ccc(OC)cc12,144205045.0,Inactive
OCc1cc(O)c2c(O)c3c(O)cccc3c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2c1,144205048.0,Inactive
NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1,144205049.0,Inactive
COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F,144205056.0,Inactive
C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,144205059.0,Inactive
OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,144205062.0,Inactive
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,144205065.0,Inactive
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,144205067.0,Inactive
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,144205070.0,Inactive
CN(C)CCN(Cc1ccccc1)c1ccccn1,144205071.0,Inactive
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,144205075.0,Inactive
